label,text
Fen İşleri Müdürlüğü,"Rögar kapakları açık bırakılmış, çocuklar için ciddi tehlike oluşturuyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Bilgi İşlem Müdürlüğü,Belediyeye iletmek istiyorum: Mobil uygulama üzerinden şikayet gönderilemiyor. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi.
Sosyal Yardım İşleri Müdürlüğü,Belediyeye iletmek istiyorum: Evsiz bir vatandaş haftalardır sokakta kalıyor. Komşularla birlikte imza toplayarak şikayet oluşturduk.
Hukuk İşleri Müdürlüğü,"Merhaba, Yıkım kararı hakkında yasal bilgilendirme yapılmadı. Bu konuda ivedilikle işlem yapılması bekleniyor."
Sosyal Yardım İşleri Müdürlüğü,"Sayın yetkili, Evsiz bir vatandaş haftalardır sokakta kalıyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Mali Hizmetler Müdürlüğü,"Merhaba, Geçmiş borç bilgilerine ulaşamıyorum. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Bilgi İşlem Müdürlüğü,"Sayın yetkili, Randevu sistemine giriş yapılamıyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Fen İşleri Müdürlüğü,"Sayın yetkili, Kış aylarında mahallemiz sürekli su birikintisiyle doluyor, altyapı çalışması yapılmalı. Bu konuda ivedilikle işlem yapılması bekleniyor."
Sosyal Yardım İşleri Müdürlüğü,"Evsiz bir vatandaş haftalardır sokakta kalıyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
İmar ve Şehircilik Müdürlüğü,"Sayın yetkili, Yapı izni olmadan balkon kapatılmış, görüntü kirliliği oluştu. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Ulaşım Hizmetleri Müdürlüğü,"Belediyeye iletmek istiyorum: Yeni durak talep ediyoruz, otobüs çok uzak duruyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Çevre Koruma ve Kontrol Müdürlüğü,"Merhaba, Hava kirliliği nedeniyle çocuklar dışarı çıkamıyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Hukuk İşleri Müdürlüğü,"Sayın yetkili, Yıkım kararı hakkında yasal bilgilendirme yapılmadı. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Fen İşleri Müdürlüğü,"Merhaba, Rögar kapakları açık bırakılmış, çocuklar için ciddi tehlike oluşturuyor. Bu konuda ivedilikle işlem yapılması bekleniyor."
Ruhsat ve Denetim Müdürlüğü,"Sayın yetkili, Hijyen kurallarına uymayan işletmeler hakkında işlem yapılmıyor. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Park ve Bahçeler Müdürlüğü,"Merhaba, Çimler uzun süredir biçilmiyor, park bakımsız halde. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Çevre Koruma ve Kontrol Müdürlüğü,"Çöp konteynerleri dezenfekte edilmiyor, sinek artışı var. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Su ve Kanalizasyon Müdürlüğü,"Belediyeye iletmek istiyorum: Mahallede su basıncı çok düşük, duş alamıyoruz. Bu konuda ivedilikle işlem yapılması bekleniyor."
İmar ve Şehircilik Müdürlüğü,"Merhaba, İnşaatlar gece geç saatlere kadar çalışıyor, gürültü rahatsız edici. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Veteriner İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Hayvan barınağındaki şartlar çok kötü, denetim yapılmalı. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Sosyal Yardım İşleri Müdürlüğü,"Merhaba, Yaşlı annem için evde bakım desteği talep ediyorum. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
İmar ve Şehircilik Müdürlüğü,"Merhaba, Yeni ruhsat alım süreci hakkında bilgi alamıyoruz. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Veteriner İşleri Müdürlüğü,Belediyeye iletmek istiyorum: Hayvan saldırısı sonrası müdahale ekibi gelmedi. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Park ve Bahçeler Müdürlüğü,"Sayın yetkili, Çimler uzun süredir biçilmiyor, park bakımsız halde. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Kültür ve Sosyal İşler Müdürlüğü,Kurslara kayıt olmak istiyorum ama kontenjan dolu. Sürekli ertelenen bu sorun artık kronik hale geldi.
Hukuk İşleri Müdürlüğü,Belediyeye iletmek istiyorum: Hukuki destek almak istiyorum ama ulaşamıyorum. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Fen İşleri Müdürlüğü,"Sayın yetkili, Sokağımızdaki asfalt tamamen dökülmüş durumda, araçlar zarar görüyor. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Mali Hizmetler Müdürlüğü,Belediyeye iletmek istiyorum: Online ödeme sisteminde borç gözükmüyor. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi.
Su ve Kanalizasyon Müdürlüğü,"Sayın yetkili, Ana boru patladı, sokak sular altında kaldı. Bu konuda ivedilikle işlem yapılması bekleniyor."
Mali Hizmetler Müdürlüğü,"Sayın yetkili, Vergi dairesiyle bilgilerim uyuşmuyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Sosyal Yardım İşleri Müdürlüğü,"Merhaba, Engelli kardeşim için destek hizmetlerinden yararlanmak istiyoruz. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Kültür ve Sosyal İşler Müdürlüğü,"Merhaba, Etkinliklerin duyurusu zamanında yapılmıyor. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Çevre Koruma ve Kontrol Müdürlüğü,"Merhaba, Çöp konteynerleri dezenfekte edilmiyor, sinek artışı var. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Bilgi İşlem Müdürlüğü,"Merhaba, Kiosk ekranı çalışmıyor, hizmet alamadım. Sürekli ertelenen bu sorun artık kronik hale geldi."
İnsan Kaynakları ve Eğitim Müdürlüğü,Belediyede eğitim seminerleri artırılmalı. Sürekli ertelenen bu sorun artık kronik hale geldi.
Fen İşleri Müdürlüğü,"Aydınlatma direği haftalardır yanmıyor, sokak geceleri karanlık oluyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Kültür ve Sosyal İşler Müdürlüğü,"Sayın yetkili, Kurslara kayıt olmak istiyorum ama kontenjan dolu. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Kültür ve Sosyal İşler Müdürlüğü,"Etkinliklerin duyurusu zamanında yapılmıyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Fen İşleri Müdürlüğü,"Kış aylarında mahallemiz sürekli su birikintisiyle doluyor, altyapı çalışması yapılmalı. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
İnsan Kaynakları ve Eğitim Müdürlüğü,"Sayın yetkili, Belediye çalışanı vatandaşa karşı saygısız davrandı. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Zabıta Müdürlüğü,Kamu düzenini bozan kalabalıklar için denetim istiyoruz. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı.
Temizlik İşleri Müdürlüğü,"Molozlar uzun süredir kaldırılmadı, çevre görüntüsü kötüleşti. Sürekli ertelenen bu sorun artık kronik hale geldi."
Veteriner İşleri Müdürlüğü,Belediyeye iletmek istiyorum: Sahipsiz hayvanlar için mama-su kabı bırakılmalı. Bu konuda ivedilikle işlem yapılması bekleniyor.
Ruhsat ve Denetim Müdürlüğü,Belediyeye iletmek istiyorum: Gıda satışı yapan yerler denetlenmiyor. Gerekli kontrollerin yapılmasını rica ediyoruz.
Temizlik İşleri Müdürlüğü,"Merhaba, Geri dönüşüm kutuları düzenli toplanmadığı için çöpler yerlere atılıyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Ulaşım Hizmetleri Müdürlüğü,"Sayın yetkili, Toplu taşıma saatleri yetersiz, işe geç kalıyoruz. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Fen İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Rögar kapakları açık bırakılmış, çocuklar için ciddi tehlike oluşturuyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Çevre Koruma ve Kontrol Müdürlüğü,Belediyeye iletmek istiyorum: Fabrikadan yayılan duman nedeniyle cam açamıyoruz. Bu konuda ivedilikle işlem yapılması bekleniyor.
Bilgi İşlem Müdürlüğü,"Belediyeye iletmek istiyorum: Belediyenin web sitesi açılmıyor, işlem yapamıyorum. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Hukuk İşleri Müdürlüğü,"Belediyeden gelen cezaya itiraz etmek istiyorum, bilgi verilmiyor. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Çevre Koruma ve Kontrol Müdürlüğü,"Belediyeye iletmek istiyorum: Çöp konteynerleri dezenfekte edilmiyor, sinek artışı var. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
İmar ve Şehircilik Müdürlüğü,"Belediyeye iletmek istiyorum: İnşaatlar gece geç saatlere kadar çalışıyor, gürültü rahatsız edici. Sürekli ertelenen bu sorun artık kronik hale geldi."
Mali Hizmetler Müdürlüğü,"Sayın yetkili, Geçmiş borç bilgilerine ulaşamıyorum. Bu konuda ivedilikle işlem yapılması bekleniyor."
Temizlik İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Çöp arabası saatinde gelmediği için hayvanlar çöpleri dağıttı. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Bilgi İşlem Müdürlüğü,"Merhaba, Belediyenin web sitesi açılmıyor, işlem yapamıyorum. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Park ve Bahçeler Müdürlüğü,"Sayın yetkili, Ağaçların dalları elektrik tellerine temas ediyor. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Sosyal Yardım İşleri Müdürlüğü,"Gıda yardımı başvurum reddedildi, nedenini öğrenemiyorum. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
İnsan Kaynakları ve Eğitim Müdürlüğü,"Sayın yetkili, Personel sayısı yetersiz olduğu için işlemler çok yavaş ilerliyor. Gerekli kontrollerin yapılmasını rica ediyoruz."
Bilgi İşlem Müdürlüğü,"Belediyeye iletmek istiyorum: E-devlet üzerinden belge alamıyorum, hata veriyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Ruhsat ve Denetim Müdürlüğü,"Merhaba, Gıda satışı yapan yerler denetlenmiyor. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
İmar ve Şehircilik Müdürlüğü,"İnşaatlar gece geç saatlere kadar çalışıyor, gürültü rahatsız edici. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Ruhsat ve Denetim Müdürlüğü,"Belediyeye iletmek istiyorum: Denetim raporu paylaşılmadı, bilgi almak istiyorum. Gerekli kontrollerin yapılmasını rica ediyoruz."
Veteriner İşleri Müdürlüğü,"Merhaba, Sahipsiz hayvanlar için mama-su kabı bırakılmalı. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Hukuk İşleri Müdürlüğü,Belediyeye iletmek istiyorum: Resmi itiraz dilekçeme hala yanıt verilmedi. Sürekli ertelenen bu sorun artık kronik hale geldi.
İmar ve Şehircilik Müdürlüğü,"Belediyeye iletmek istiyorum: Yan binada kaçak kat yapımı başladı, denetim bekliyoruz. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Bilgi İşlem Müdürlüğü,"Merhaba, Kiosk ekranı çalışmıyor, hizmet alamadım. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Fen İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Rögar kapakları açık bırakılmış, çocuklar için ciddi tehlike oluşturuyor. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
İnsan Kaynakları ve Eğitim Müdürlüğü,"Personel hizmet içi eğitim almalı, yetersizlik görülüyor. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Temizlik İşleri Müdürlüğü,"Sayın yetkili, Çöp arabası saatinde gelmediği için hayvanlar çöpleri dağıttı. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
İnsan Kaynakları ve Eğitim Müdürlüğü,"Merhaba, Yeni alımlar hakkında bilgiye ulaşamıyoruz. Sürekli ertelenen bu sorun artık kronik hale geldi."
Ulaşım Hizmetleri Müdürlüğü,"Yeni durak talep ediyoruz, otobüs çok uzak duruyor. Gerekli kontrollerin yapılmasını rica ediyoruz."
Bilgi İşlem Müdürlüğü,Mobil uygulama üzerinden şikayet gönderilemiyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı.
Fen İşleri Müdürlüğü,"Aydınlatma direği haftalardır yanmıyor, sokak geceleri karanlık oluyor. Bu konuda ivedilikle işlem yapılması bekleniyor."
Su ve Kanalizasyon Müdürlüğü,"Merhaba, Mahallede su basıncı çok düşük, duş alamıyoruz. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Çevre Koruma ve Kontrol Müdürlüğü,"Sayın yetkili, Çöp konteynerleri dezenfekte edilmiyor, sinek artışı var. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Mali Hizmetler Müdürlüğü,"Belediyeye iletmek istiyorum: Emlak vergisi çok yüksek geldi, itiraz etmek istiyorum. Gerekli kontrollerin yapılmasını rica ediyoruz."
Hukuk İşleri Müdürlüğü,"Merhaba, Yıkım kararı hakkında yasal bilgilendirme yapılmadı. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Çevre Koruma ve Kontrol Müdürlüğü,"Merhaba, Hava kirliliği nedeniyle çocuklar dışarı çıkamıyor. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Su ve Kanalizasyon Müdürlüğü,"Merhaba, Su sayaçları bozuk, fatura çok yüksek geldi. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Kültür ve Sosyal İşler Müdürlüğü,Belediyeye iletmek istiyorum: Kadınlara yönelik atölye çalışmaları artırılmalı. Komşularla birlikte imza toplayarak şikayet oluşturduk.
İmar ve Şehircilik Müdürlüğü,"Merhaba, Yapı izni olmadan balkon kapatılmış, görüntü kirliliği oluştu. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
İnsan Kaynakları ve Eğitim Müdürlüğü,"Yeni alımlar hakkında bilgiye ulaşamıyoruz. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Hukuk İşleri Müdürlüğü,"Sayın yetkili, Belediyeden gelen cezaya itiraz etmek istiyorum, bilgi verilmiyor. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Zabıta Müdürlüğü,"Sayın yetkili, Kamu düzenini bozan kalabalıklar için denetim istiyoruz. Gerekli kontrollerin yapılmasını rica ediyoruz."
Çevre Koruma ve Kontrol Müdürlüğü,Belediyeye iletmek istiyorum: Mahallede kimyasal atık kokusu hissediliyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Fen İşleri Müdürlüğü,"Merhaba, Aydınlatma direği haftalardır yanmıyor, sokak geceleri karanlık oluyor. Gerekli kontrollerin yapılmasını rica ediyoruz."
Bilgi İşlem Müdürlüğü,"Belediyenin web sitesi açılmıyor, işlem yapamıyorum. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
İmar ve Şehircilik Müdürlüğü,"İnşaatlar gece geç saatlere kadar çalışıyor, gürültü rahatsız edici. Sürekli ertelenen bu sorun artık kronik hale geldi."
Sosyal Yardım İşleri Müdürlüğü,Evsiz bir vatandaş haftalardır sokakta kalıyor. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi.
Mali Hizmetler Müdürlüğü,"Sayın yetkili, Emlak vergisi çok yüksek geldi, itiraz etmek istiyorum. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Mali Hizmetler Müdürlüğü,"Belediyeye iletmek istiyorum: Emlak vergisi çok yüksek geldi, itiraz etmek istiyorum. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Zabıta Müdürlüğü,"Sokakta sürekli dilenen kişiler halkı rahatsız ediyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Mali Hizmetler Müdürlüğü,Online ödeme sisteminde borç gözükmüyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Park ve Bahçeler Müdürlüğü,"Merhaba, Çimler uzun süredir biçilmiyor, park bakımsız halde. Bu konuda ivedilikle işlem yapılması bekleniyor."
Bilgi İşlem Müdürlüğü,"Sayın yetkili, E-devlet üzerinden belge alamıyorum, hata veriyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Mali Hizmetler Müdürlüğü,Belediyeye iletmek istiyorum: Geçmiş borç bilgilerine ulaşamıyorum. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı.
Bilgi İşlem Müdürlüğü,"Kiosk ekranı çalışmıyor, hizmet alamadım. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Temizlik İşleri Müdürlüğü,"Merhaba, Sokaklar günlerdir süpürülmedi, biriken toz evlere doluyor. Sürekli ertelenen bu sorun artık kronik hale geldi."
Mali Hizmetler Müdürlüğü,"Belediyeye iletmek istiyorum: Emlak vergisi çok yüksek geldi, itiraz etmek istiyorum. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Veteriner İşleri Müdürlüğü,"Merhaba, Hayvan barınağındaki şartlar çok kötü, denetim yapılmalı. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Park ve Bahçeler Müdürlüğü,"Park içi aydınlatmalar çalışmıyor, gece güvenli değil. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Temizlik İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Molozlar uzun süredir kaldırılmadı, çevre görüntüsü kötüleşti. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Ulaşım Hizmetleri Müdürlüğü,"Sayın yetkili, Otobüs şoförleri kaba davranıyor. Gerekli kontrollerin yapılmasını rica ediyoruz."
Park ve Bahçeler Müdürlüğü,"Sayın yetkili, Ağaçların dalları elektrik tellerine temas ediyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Bilgi İşlem Müdürlüğü,"Randevu sistemine giriş yapılamıyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Veteriner İşleri Müdürlüğü,"Sahipsiz hayvanlar için mama-su kabı bırakılmalı. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Fen İşleri Müdürlüğü,"Aydınlatma direği haftalardır yanmıyor, sokak geceleri karanlık oluyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Çevre Koruma ve Kontrol Müdürlüğü,Belediyeye iletmek istiyorum: Haşere ilaçlaması düzenli yapılmıyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Ruhsat ve Denetim Müdürlüğü,"Sayın yetkili, Denetim raporu paylaşılmadı, bilgi almak istiyorum. Gerekli kontrollerin yapılmasını rica ediyoruz."
Ulaşım Hizmetleri Müdürlüğü,Belediyeye iletmek istiyorum: Otobüs şoförleri kaba davranıyor. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi.
Zabıta Müdürlüğü,Belediyeye iletmek istiyorum: Ruhsatsız çalışan işletmeler mahalle sakinlerini huzursuz ediyor. Komşularla birlikte imza toplayarak şikayet oluşturduk.
